,District,Households surveyed,Women age 15-49 years interviewed,Men age 15-49 years interviewed,1. Population (female) age 6+ years who ever attended school (%),3. Sex ratio of the total population (females per 1000 males),4. Sex ratio at birth for children born in the last five years (females per 1000 males),8. Households using improved sanitation facility2 (%),9. Households using clean fuel for cooking3 (%),12. Women who are literate (%),13. Men who are literate (%),14. Women with 10 or more years of schooling (%),15. Women age 20-24 years married before age 18 years (%),19. Any modern method (%),30. Mothers who had at least 4 antenatal care visits (%),32. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),40. Institutional births (%),42. Home delivery conducted by skilled health personnel (out of total deliveries) (%),47. Children age 12-23 months fully immunized (BCG measles and 3 doses each of polio/DPT) (%),53. Children age 9-59 months who received a vitamin A dose in last 6 months (%),62. Children under age 3 years breastfed within one hour of birth8 (%),65. Breastfeeding children age 6-23 months receiving an adequate diet9 10 (%),67. Total children age 6-23 months receiving an adequate diet9 10 (%),68. Children under 5 years who are stunted11 (%),72. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%),76. Children age 6-59 months who are anaemic (<11.0 g/dl) (%),79. All women age 15-49 years who are anaemic (%),91. Cervix (%),92. Breast (%),93. Oral cavity (%),State,Region,Zone
579,Pathanamthitta,445.66,341.78,43.77,0.9722,1.10819,1.1242699999999999,0.9711,0.5754,0.9861,0.9864,0.7719,0.0134,0.49560000000000004,0.9012,0.6773,1.0,0.0,0.7752,0.8391,0.4291,0.2701,0.23989999999999997,0.14029999999999998,0.1015,0.1705,0.2211,0.6053999999999999,0.3995,0.5584,KL,Rural,Southern Zone
587,North West,1243.9,1214.85,158.72,0.8038,0.8352299999999999,0.72493,0.6597,0.9691,0.7603,0.9551999999999999,0.47859999999999997,0.1613,0.4789,0.6579999999999999,0.5204,0.7807,0.0327,0.7409,0.6119,0.36700000000000005,0.054000000000000006,0.08539999999999999,0.38520000000000004,0.1464,0.7338,0.5085000000000001,0.2847,0.1119,0.1267,DL,Urban,Northern Zone
590,North,316.94,330.56,31.64,0.8301999999999999,0.8240000000000001,1.05057,0.7746999999999999,0.976,0.8331000000000001,0.8251999999999999,0.4997,0.1454,0.4167,0.7166,0.4119,0.8906000000000001,0.0472,0.5161,0.522,0.2949,0.0001,0.0,0.2915,0.12619999999999998,0.6171,0.5158,0.3161,0.08990000000000001,0.0895,DL,Urban,Northern Zone
593,North East,824.4904303599379,853.02,82.79,0.7926000000000001,0.89097,0.7780199999999999,0.7553,0.9883,0.8366,0.8255,0.5219,0.1199,0.5131,0.5939,0.3975,0.7863,0.043899999999999995,0.552,0.5435,0.2729,0.1059,0.0897,0.2785,0.12689999999999999,0.466,0.3344,0.2159,0.1112,0.1747,DL,Urban,Northern Zone
596,East,532.11,494.82,57.12,0.8504,0.87416,0.8541699999999999,0.8081,0.9815,0.8459,0.9035,0.6341,0.057999999999999996,0.34600000000000003,0.6095,0.4192,0.8522,0.0232,0.6396000000000001,0.5361,0.3019,0.009399999999999999,0.0369,0.2253,0.09050000000000001,0.4865,0.3874,0.2057,0.0536,0.09609999999999999,DL,Urban,Northern Zone
602,Central,164.73,150.93,17.95,0.8378,0.85972,1.59635,0.746,0.9775,0.8669,0.9426000000000001,0.6254,0.058499999999999996,0.4205,0.8115000000000001,0.6909000000000001,0.9634,0.0291,0.6953,0.5742,0.32189999999999996,0.121,0.0859,0.3661,0.09720000000000001,0.7720999999999999,0.4877,0.30329999999999996,0.1278,0.1816,DL,Urban,Northern Zone
608,South West,870.25,812.16,90.78,0.8142,0.8091900000000001,0.75421,0.6361,0.9838,0.8158,0.7623000000000001,0.6024,0.19149999999999998,0.5241,0.7365999999999999,0.5928,0.9231999999999999,0.008,0.8492000000000001,0.6071,0.2732,0.0499,0.0373,0.3299,0.1402,0.6355,0.6087,0.30760000000000004,0.1434,0.1533,DL,Urban,Northern Zone
611,South,1106.27,1085.92,112.51,0.8024,0.84206,0.84709,0.7358,0.9673999999999999,0.8043,0.9389,0.5166,0.1523,0.4286,0.6931,0.5197999999999999,0.8409,0.0556,0.5113,0.4188,0.2919,0.0416,0.0554,0.3125,0.1423,0.6790999999999999,0.5861999999999999,0.2473,0.0689,0.1157,DL,Urban,Northern Zone
615,Mamit,658.95,632.64,95.72,0.7879,0.93431,0.9338200000000001,0.6168,0.2748,0.7746,0.9289000000000001,0.1882,0.1808,0.3346,0.3625,0.4717,0.5007,0.127,0.3458,0.564,0.8649,0.0603,0.051,0.3048,0.1054,0.20149999999999998,0.2861,0.127,0.035,0.0907,MZ,Rural,North Eastern Zone
617,Kolasib,520.0,492.96,66.09,0.9473999999999999,1.03116,1.00107,0.9007999999999999,0.8201999999999999,0.9722,0.9948,0.3655,0.1377,0.3386,0.7856000000000001,0.6616,0.9845,0.0,0.551,0.7779,0.7957,0.18530000000000002,0.18359999999999999,0.223,0.08650000000000001,0.40490000000000004,0.37979999999999997,0.22260000000000002,0.0655,0.2225,MZ,Urban,North Eastern Zone
618,Kolasib,159.13,138.64,19.81,0.8747,0.9022399999999999,0.98314,0.7906,0.37079999999999996,0.8794,0.9631000000000001,0.154,0.1931,0.3286,0.42469999999999997,0.4562,0.6335000000000001,0.0604,0.44020000000000004,0.5975,0.8205,0.2113,0.1838,0.33399999999999996,0.09910000000000001,0.4265,0.4031,0.1882,0.0644,0.1259,MZ,Rural,North Eastern Zone
620,Aizwal,3864.87,4659.93,630.6,0.9604,1.06611,0.8785299999999999,0.9066,0.987,0.988,0.9921,0.5539000000000001,0.056799999999999996,0.4032,0.8167,0.5822999999999999,0.985,0.005600000000000001,0.433,0.7652,0.66,0.1705,0.1759,0.22030000000000002,0.0678,0.07339999999999999,0.1754,0.2749,0.1103,0.3771,MZ,Urban,North Eastern Zone
623,Champhai,523.64,539.0,72.25,0.9612,1.04836,1.1712799999999999,0.9481,0.7981999999999999,0.9829000000000001,1.0,0.4366,0.1275,0.3011,0.6675,0.5476,0.9512999999999999,0.0106,0.51,0.7957,0.5512,0.19510000000000002,0.18,0.2539,0.0604,0.0796,0.11410000000000001,0.16469999999999999,0.052000000000000005,0.106,MZ,Urban,North Eastern Zone
624,Champhai,648.83,650.61,95.32,0.9329999999999999,0.9797699999999999,0.92378,0.8127,0.2999,0.9603,0.9914000000000001,0.19260000000000002,0.2254,0.3411,0.4758,0.5115,0.7204,0.08109999999999999,0.465,0.7432,0.6296,0.2213,0.2177,0.37420000000000003,0.07200000000000001,0.07919999999999999,0.1392,0.1845,0.049800000000000004,0.07919999999999999,MZ,Rural,North Eastern Zone
626,Serchhip,343.85,344.72,47.78,0.9651000000000001,0.9644299999999999,0.90524,0.9293,0.8265,0.9965,1.0,0.40090000000000003,0.0688,0.3912,0.7572,0.6799,0.958,0.0191,0.5956,0.7261,0.723,0.1595,0.14400000000000002,0.2285,0.08779999999999999,0.3208,0.2518,0.1984,0.0731,0.191,MZ,Urban,North Eastern Zone
627,Serchhip,138.7,126.6,17.07,0.9429000000000001,0.8969900000000001,1.00479,0.8957999999999999,0.2582,0.9793999999999999,1.0,0.2052,0.0719,0.4483,0.5625,0.5384,0.7415999999999999,0.13949999999999999,0.6367,0.7006999999999999,0.7245,0.34630000000000005,0.30829999999999996,0.307,0.125,0.2243,0.242,0.2238,0.06849999999999999,0.16219999999999998,MZ,Rural,North Eastern Zone
629,Lunglei,752.44,795.12,91.31,0.9606,0.9805399999999999,0.75964,0.9244,0.8896999999999999,0.992,1.0,0.5399,0.0678,0.3657,0.7345999999999999,0.5402,0.9719,0.0073,0.5342,0.7145999999999999,0.5643,0.1261,0.1426,0.1975,0.083,0.1909,0.3246,0.1932,0.065,0.1436,MZ,Urban,North Eastern Zone
630,Lunglei,1004.85,948.39,129.2,0.8809999999999999,0.9171400000000001,0.88752,0.6663,0.2458,0.873,0.9834,0.188,0.2575,0.2412,0.3318,0.3106,0.6046,0.0466,0.41340000000000005,0.6114,0.6327,0.1092,0.09880000000000001,0.28800000000000003,0.1104,0.3169,0.409,0.19269999999999998,0.0604,0.1176,MZ,Rural,North Eastern Zone
633,Lawngtlai,967.23,1010.72,106.55,0.6515000000000001,0.99414,1.13061,0.5915,0.2722,0.6525,0.8984000000000001,0.19579999999999997,0.17739999999999997,0.2373,0.31829999999999997,0.3743,0.3465,0.044500000000000005,0.337,0.3774,0.7464,0.07150000000000001,0.061799999999999994,0.3906,0.0973,0.3613,0.379,0.07139999999999999,0.027000000000000003,0.1416,MZ,Rural,North Eastern Zone
635,Saiha,241.82,290.14,33.56,0.9439,1.01,1.08766,0.8231,0.9320999999999999,0.9808,0.9918,0.562,0.1051,0.36619999999999997,0.5886,0.585,0.8961,0.0308,0.5028,0.5977,0.7312000000000001,0.0124,0.0291,0.2588,0.10869999999999999,0.1531,0.2638,0.2144,0.056299999999999996,0.1996,MZ,Urban,North Eastern Zone
636,Saiha,235.21,232.52,25.1,0.8606999999999999,0.9693999999999999,0.87127,0.7791,0.2329,0.9265000000000001,0.9617,0.25920000000000004,0.1323,0.313,0.3917,0.5117,0.375,0.1743,0.5929,0.7565000000000001,0.9828,0.11689999999999999,0.0967,0.455,0.1131,0.2488,0.2939,0.20670000000000002,0.0351,0.1318,MZ,Rural,North Eastern Zone
638,Pashchim Champaran,1226.0,1298.0,181.0,0.499,0.9339999999999999,0.874,0.124,0.078,0.395,0.7040000000000001,0.11900000000000001,0.382,0.036000000000000004,0.12300000000000001,0.127,0.639,0.12,0.304,0.6,0.308,0.094,0.102,0.45899999999999996,0.292,0.632,0.568,0.134,0.043,0.047,BR,Rural,Eastern Zone
640,Purba Champaran,1675.0,2045.0,170.0,0.503,1.0539999999999998,0.8619999999999999,0.198,0.121,0.44,0.632,0.121,0.397,0.057,0.122,0.034,0.47,0.14400000000000002,0.513,0.457,0.41600000000000004,0.077,0.08,0.47200000000000003,0.295,0.665,0.536,0.094,0.031,0.028999999999999998,BR,Rural,Eastern Zone
642,Sheohar,269.0,297.0,29.0,0.516,1.155,0.897,0.20600000000000002,0.099,0.40399999999999997,0.706,0.138,0.48200000000000004,0.177,0.134,0.025,0.529,0.091,0.596,0.503,0.332,0.11,0.1,0.531,0.33399999999999996,0.64,0.55,0.059000000000000004,0.05,0.044000000000000004,BR,Rural,Eastern Zone
644,Sitamarhi,1313.0,1547.0,179.0,0.519,1.105,0.978,0.175,0.091,0.36200000000000004,0.6509999999999999,0.10800000000000001,0.505,0.319,0.168,0.051,0.379,0.10400000000000001,0.607,0.5529999999999999,0.36,0.071,0.07400000000000001,0.581,0.344,0.6859999999999999,0.611,0.087,0.07400000000000001,0.043,BR,Rural,Eastern Zone
646,Madhubani,1591.0,1892.0,234.0,0.511,1.151,0.9410000000000001,0.182,0.109,0.401,0.763,0.18,0.415,0.162,0.14300000000000002,0.13699999999999998,0.512,0.135,0.503,0.62,0.32299999999999995,0.092,0.098,0.519,0.327,0.623,0.611,0.146,0.079,0.091,BR,Rural,Eastern Zone
648,Supaul,784.0,1001.0,100.0,0.47700000000000004,1.129,0.9189999999999999,0.153,0.057,0.361,0.8170000000000001,0.136,0.5670000000000001,0.34,0.11,0.086,0.611,0.121,0.6629999999999999,0.7829999999999999,0.23,0.036000000000000004,0.047,0.47700000000000004,0.386,0.725,0.682,0.068,0.022000000000000002,0.033,BR,Rural,Eastern Zone
650,Araria,1016.0,1232.0,128.0,0.517,1.108,0.9650000000000001,0.098,0.022000000000000002,0.366,0.648,0.115,0.457,0.295,0.157,0.081,0.512,0.11,0.53,0.594,0.301,0.12,0.106,0.49,0.4,0.633,0.674,0.153,0.10300000000000001,0.07200000000000001,BR,Rural,Eastern Zone
652,Kishanganj,574.0,718.0,80.0,0.45799999999999996,1.1019999999999999,0.97,0.14400000000000002,0.03,0.322,0.469,0.109,0.243,0.124,0.146,0.166,0.41700000000000004,0.172,0.55,0.703,0.308,0.10400000000000001,0.099,0.467,0.35200000000000004,0.636,0.667,0.121,0.05,0.064,BR,Rural,Eastern Zone
654,Purnia,1053.0,1232.0,142.0,0.5489999999999999,1.107,0.9259999999999999,0.11,0.027000000000000003,0.35600000000000004,0.7440000000000001,0.11900000000000001,0.369,0.303,0.077,0.07200000000000001,0.5920000000000001,0.067,0.627,0.705,0.409,0.13699999999999998,0.132,0.539,0.39899999999999997,0.6709999999999999,0.69,0.159,0.031,0.036000000000000004,BR,Rural,Eastern Zone
656,Katihar,1071.0,1106.0,111.0,0.49,1.045,0.892,0.163,0.042,0.364,0.62,0.12300000000000001,0.397,0.256,0.086,0.068,0.491,0.06,0.7020000000000001,0.65,0.424,0.067,0.065,0.504,0.335,0.634,0.648,0.165,0.069,0.075,BR,Rural,Eastern Zone
658,Madhepura,712.0,831.0,77.0,0.446,1.1320000000000001,0.882,0.129,0.052000000000000005,0.297,0.76,0.124,0.585,0.22899999999999998,0.08900000000000001,0.015,0.598,0.039,0.634,0.5770000000000001,0.461,0.027999999999999997,0.031,0.527,0.336,0.615,0.575,0.09300000000000001,0.025,0.02,BR,Rural,Eastern Zone
660,Saharsa,627.0,757.0,82.0,0.46,1.051,0.976,0.139,0.084,0.365,0.621,0.151,0.39799999999999996,0.273,0.09300000000000001,0.11800000000000001,0.588,0.043,0.782,0.604,0.248,0.017,0.02,0.44799999999999995,0.355,0.69,0.611,0.09699999999999999,0.027000000000000003,0.042,BR,Rural,Eastern Zone
662,Darbhanga,1440.0,1750.0,197.0,0.52,1.158,0.9640000000000001,0.251,0.127,0.409,0.797,0.159,0.435,0.158,0.084,0.066,0.469,0.142,0.54,0.731,0.213,0.054000000000000006,0.069,0.49200000000000005,0.32899999999999996,0.7,0.652,0.10800000000000001,0.039,0.065,BR,Rural,Eastern Zone
664,Muzaffarpur,1617.0,1885.0,229.0,0.565,1.074,0.924,0.24100000000000002,0.154,0.517,0.75,0.20800000000000002,0.35,0.091,0.10099999999999999,0.04,0.617,0.067,0.56,0.581,0.373,0.08199999999999999,0.077,0.486,0.337,0.585,0.525,0.105,0.032,0.028999999999999998,BR,Rural,Eastern Zone
666,Gopalganj,785.0,1128.0,117.0,0.625,1.159,1.035,0.261,0.193,0.575,0.851,0.268,0.27,0.086,0.198,0.139,0.748,0.075,0.652,0.68,0.316,0.061,0.073,0.36,0.253,0.626,0.5870000000000001,0.09,0.045,0.073,BR,Rural,Eastern Zone
668,Siwan,977.0,1439.0,152.0,0.623,1.126,0.976,0.222,0.171,0.613,0.887,0.287,0.264,0.092,0.21,0.201,0.7509999999999999,0.09,0.634,0.703,0.309,0.10099999999999999,0.10400000000000001,0.382,0.25,0.632,0.608,0.16,0.052000000000000005,0.057999999999999996,BR,Rural,Eastern Zone
670,Saran,1115.0,1468.0,166.0,0.596,1.074,0.998,0.22,0.115,0.55,0.8079999999999999,0.24100000000000002,0.298,0.078,0.177,0.065,0.616,0.172,0.55,0.586,0.42,0.045,0.055,0.46,0.243,0.613,0.527,0.15,0.071,0.076,BR,Rural,Eastern Zone
672,Vaishali,1054.0,1359.0,135.0,0.574,1.05,0.851,0.304,0.161,0.512,0.8059999999999999,0.258,0.48700000000000004,0.231,0.18600000000000003,0.146,0.7829999999999999,0.06,0.706,0.757,0.35,0.11699999999999999,0.10300000000000001,0.536,0.294,0.6779999999999999,0.634,0.24100000000000002,0.057999999999999996,0.05,BR,Rural,Eastern Zone
674,Samastipur,1489.0,1629.0,165.0,0.552,1.0619999999999998,1.045,0.175,0.11699999999999999,0.493,0.789,0.21899999999999997,0.504,0.11599999999999999,0.10400000000000001,0.09300000000000001,0.7290000000000001,0.05,0.585,0.639,0.375,0.053,0.053,0.49200000000000005,0.3,0.6459999999999999,0.5920000000000001,0.11800000000000001,0.031,0.057,BR,Rural,Eastern Zone
676,Begusarai,898.0,1141.0,149.0,0.546,1.05,1.016,0.305,0.12300000000000001,0.473,0.6709999999999999,0.185,0.55,0.335,0.079,0.062,0.7709999999999999,0.049,0.8009999999999999,0.703,0.27399999999999997,0.021,0.031,0.446,0.33399999999999996,0.619,0.581,0.12,0.048,0.10800000000000001,BR,Rural,Eastern Zone
678,Khagaria,560.0,667.0,77.0,0.525,1.0539999999999998,0.984,0.289,0.105,0.418,0.74,0.185,0.474,0.272,0.125,0.059000000000000004,0.7090000000000001,0.078,0.657,0.667,0.322,0.063,0.07,0.505,0.315,0.636,0.594,0.085,0.043,0.078,BR,Rural,Eastern Zone
680,Bhagalpur,892.0,1099.0,142.0,0.5479999999999999,1.014,0.8550000000000001,0.265,0.10800000000000001,0.46299999999999997,0.758,0.184,0.33899999999999997,0.19,0.16399999999999998,0.191,0.6629999999999999,0.08,0.684,0.703,0.353,0.045,0.063,0.486,0.29,0.71,0.599,0.111,0.023,0.035,BR,Rural,Eastern Zone
682,Banka,728.0,894.0,121.0,0.52,1.0050000000000001,0.745,0.138,0.081,0.42,0.784,0.166,0.46799999999999997,0.248,0.165,0.171,0.711,0.039,0.652,0.64,0.361,0.06,0.059000000000000004,0.503,0.322,0.7,0.667,0.11699999999999999,0.021,0.027000000000000003,BR,Rural,Eastern Zone
684,Munger,375.0,397.0,52.0,0.64,0.986,0.9039999999999999,0.27399999999999997,0.157,0.5720000000000001,0.847,0.239,0.39,0.332,0.221,0.09300000000000001,0.815,0.044000000000000004,0.619,0.69,0.373,0.124,0.11900000000000001,0.484,0.309,0.61,0.6459999999999999,0.115,0.03,0.03,BR,Rural,Eastern Zone
686,Lakhisarai,262.0,335.0,36.0,0.5920000000000001,1.056,0.952,0.35600000000000004,0.113,0.507,0.8029999999999999,0.251,0.434,0.321,0.171,0.036000000000000004,0.639,0.038,0.627,0.598,0.376,0.087,0.095,0.512,0.284,0.648,0.608,0.165,0.04,0.043,BR,Rural,Eastern Zone
688,Sheikhpura,158.0,210.0,21.0,0.5579999999999999,1.1199999999999999,1.02,0.29600000000000004,0.078,0.436,0.696,0.177,0.41100000000000003,0.309,0.12300000000000001,0.10800000000000001,0.7390000000000001,0.08,0.639,0.653,0.40399999999999997,0.188,0.18100000000000002,0.475,0.368,0.672,0.6629999999999999,0.183,0.10800000000000001,0.063,BR,Rural,Eastern Zone
690,Nalanda,769.0,849.0,90.0,0.544,1.058,0.885,0.244,0.132,0.44799999999999995,0.764,0.21,0.494,0.308,0.085,0.065,0.7879999999999999,0.046,0.633,0.642,0.426,0.043,0.06,0.557,0.33299999999999996,0.598,0.634,0.141,0.086,0.05,BR,Rural,Eastern Zone
692,Patna,1138.0,1464.0,232.0,0.7559999999999999,0.923,0.969,0.6759999999999999,0.8109999999999999,0.7509999999999999,0.9329999999999999,0.522,0.253,0.418,0.316,0.162,0.91,0.023,0.698,0.63,0.349,0.077,0.08199999999999999,0.34700000000000003,0.19899999999999998,0.47600000000000003,0.517,0.038,0.021,0.10300000000000001,BR,Urban,Eastern Zone
693,Patna,1027.0,1316.0,184.0,0.599,1.009,1.059,0.303,0.192,0.532,0.76,0.256,0.302,0.341,0.131,0.253,0.8270000000000001,0.02,0.6970000000000001,0.495,0.42,0.013000000000000001,0.011000000000000001,0.514,0.28600000000000003,0.55,0.63,0.154,0.04,0.049,BR,Rural,Eastern Zone
695,Bhojpur,677.0,1009.0,115.0,0.609,1.066,0.986,0.212,0.133,0.541,0.857,0.259,0.336,0.23399999999999999,0.14300000000000002,0.08900000000000001,0.7909999999999999,0.028999999999999998,0.706,0.632,0.28800000000000003,0.087,0.099,0.44299999999999995,0.247,0.69,0.583,0.09300000000000001,0.018000000000000002,0.026000000000000002,BR,Rural,Eastern Zone
697,Buxar,458.0,633.0,80.0,0.643,1.0539999999999998,0.961,0.233,0.155,0.596,0.8759999999999999,0.267,0.325,0.326,0.21,0.07400000000000001,0.812,0.04,0.625,0.642,0.308,0.08900000000000001,0.087,0.45399999999999996,0.254,0.599,0.517,0.163,0.055,0.05,BR,Rural,Eastern Zone
699,Kaimur (Bhabua),478.0,581.0,74.0,0.599,1.026,0.885,0.19,0.091,0.58,0.7909999999999999,0.273,0.317,0.34,0.087,0.027000000000000003,0.797,0.032,0.722,0.485,0.41,0.045,0.046,0.55,0.29,0.635,0.578,0.14,0.052000000000000005,0.05,BR,Rural,Eastern Zone
701,Rohtas,770.0,1133.0,135.0,0.662,1.0310000000000001,0.8460000000000001,0.221,0.109,0.626,0.7859999999999999,0.29600000000000004,0.303,0.405,0.131,0.071,0.821,0.02,0.7559999999999999,0.628,0.175,0.008,0.006,0.48100000000000004,0.275,0.635,0.63,0.078,0.015,0.095,BR,Rural,Eastern Zone
703,Aurangabad,690.0,864.0,74.0,0.6,1.088,0.9189999999999999,0.226,0.10400000000000001,0.569,0.9009999999999999,0.293,0.349,0.321,0.157,0.079,0.7040000000000001,0.034,0.7829999999999999,0.602,0.426,0.094,0.095,0.488,0.327,0.545,0.539,0.14800000000000002,0.057,0.062,BR,Rural,Eastern Zone
705,Gaya,1176.0,1804.0,183.0,0.5489999999999999,1.096,0.943,0.233,0.102,0.48100000000000004,0.784,0.23199999999999998,0.513,0.325,0.092,0.057,0.545,0.132,0.6990000000000001,0.6759999999999999,0.256,0.075,0.071,0.535,0.374,0.594,0.63,0.073,0.018000000000000002,0.071,BR,Rural,Eastern Zone
707,Nawada,592.0,774.0,77.0,0.534,1.158,0.9480000000000001,0.23800000000000002,0.14,0.43200000000000005,0.655,0.218,0.445,0.297,0.129,0.08199999999999999,0.65,0.047,0.629,0.59,0.375,0.134,0.115,0.504,0.331,0.568,0.608,0.13,0.08800000000000001,0.038,BR,Rural,Eastern Zone
709,Jamui,536.0,682.0,84.0,0.523,1.046,0.9029999999999999,0.127,0.066,0.428,0.768,0.153,0.519,0.235,0.10099999999999999,0.135,0.58,0.067,0.561,0.495,0.325,0.043,0.043,0.467,0.379,0.6,0.621,0.068,0.023,0.038,BR,Rural,Eastern Zone
711,Jehanabad,327.0,379.0,39.0,0.568,1.135,0.841,0.249,0.10300000000000001,0.51,0.746,0.297,0.397,0.31,0.15,0.141,0.8270000000000001,0.027000000000000003,0.669,0.5870000000000001,0.505,0.134,0.15,0.547,0.312,0.626,0.585,0.135,0.053,0.053,BR,Rural,Eastern Zone
713,Arwal,206.0,273.0,28.0,0.593,1.141,0.917,0.20800000000000002,0.079,0.542,0.8240000000000001,0.305,0.389,0.267,0.11599999999999999,0.059000000000000004,0.698,0.043,0.7490000000000001,0.588,0.376,0.034,0.039,0.511,0.314,0.653,0.564,0.11900000000000001,0.019,0.026000000000000002,BR,Rural,Eastern Zone
715,Srikakulam,660.0,673.0,85.0,0.5429999999999999,1.026,0.865,0.266,0.316,0.557,0.762,0.312,0.251,0.695,0.726,0.643,0.902,0.071,0.557,0.8959999999999999,0.265,0.040999999999999995,0.031,0.281,0.22699999999999998,0.73,0.718,0.37200000000000005,0.059000000000000004,0.09300000000000001,AP,Rural,Southern Zone
717,Vizianagaram,635.0,689.0,75.0,0.516,1.069,0.917,0.18600000000000003,0.348,0.493,0.636,0.284,0.302,0.708,0.679,0.49700000000000005,0.89,0.057999999999999996,0.506,0.7490000000000001,0.4,0.067,0.087,0.42,0.297,0.809,0.7709999999999999,0.316,0.037000000000000005,0.107,AP,Rural,Southern Zone
722,East Godavari,595.0,608.0,90.0,0.6409999999999999,0.921,0.968,0.501,0.373,0.6679999999999999,0.7809999999999999,0.282,0.37200000000000005,0.735,0.7490000000000001,0.58,0.9670000000000001,0.022000000000000002,0.5820000000000001,0.79,0.387,0.052000000000000005,0.042,0.297,0.182,0.657,0.691,0.364,0.055,0.14300000000000002,AP,Rural,Southern Zone
724,West Godavari,627.0,593.0,76.0,0.687,1.019,0.755,0.556,0.542,0.68,0.631,0.34700000000000003,0.33299999999999996,0.765,0.706,0.41700000000000004,0.9690000000000001,0.013000000000000001,0.847,0.722,0.306,0.039,0.027999999999999997,0.268,0.163,0.555,0.615,0.359,0.061,0.156,AP,Rural,Southern Zone
732,Prakasam,651.0,624.0,73.0,0.498,1.0150000000000001,0.768,0.496,0.62,0.521,0.682,0.255,0.466,0.722,0.737,0.524,0.904,0.057999999999999996,0.617,0.703,0.292,0.085,0.114,0.278,0.179,0.578,0.594,0.249,0.03,0.094,AP,Rural,Southern Zone
736,Y.S.R.,381.0,400.0,55.0,0.75,1.01,0.829,0.9390000000000001,0.929,0.7829999999999999,0.888,0.5660000000000001,0.205,0.5710000000000001,0.782,0.5710000000000001,0.9229999999999999,0.045,0.6459999999999999,0.722,0.5539999999999999,0.026000000000000002,0.036000000000000004,0.34299999999999997,0.131,0.521,0.552,0.19399999999999998,0.02,0.10300000000000001,AP,Urban,Southern Zone
737,Y.S.R.,397.0,382.0,48.0,0.49700000000000005,1.05,0.604,0.5429999999999999,0.602,0.5429999999999999,0.674,0.32299999999999995,0.342,0.605,0.8640000000000001,0.573,0.9440000000000001,0.033,0.6579999999999999,0.8690000000000001,0.304,0.071,0.09300000000000001,0.374,0.22,0.5770000000000001,0.5920000000000001,0.171,0.049,0.11900000000000001,AP,Rural,Southern Zone
739,Kurnool,569.0,654.0,97.0,0.521,1.038,0.867,0.46399999999999997,0.5379999999999999,0.442,0.662,0.20199999999999999,0.445,0.6729999999999999,0.688,0.512,0.7020000000000001,0.127,0.696,0.735,0.307,0.0,0.0,0.447,0.237,0.5489999999999999,0.5329999999999999,0.315,0.061,0.075,AP,Rural,Southern Zone
741,Anantapur,561.0,554.0,71.0,0.521,0.9880000000000001,1.077,0.35,0.5589999999999999,0.537,0.809,0.28800000000000003,0.268,0.654,0.746,0.609,0.866,0.054000000000000006,0.764,0.608,0.532,0.177,0.187,0.387,0.245,0.51,0.49700000000000005,0.40299999999999997,0.05,0.11,AP,Rural,Southern Zone
743,Chittoor,554.0,540.0,71.0,0.609,1.077,1.1400000000000001,0.3,0.47,0.635,0.823,0.349,0.325,0.613,0.708,0.622,0.927,0.013000000000000001,0.741,0.76,0.446,0.0,0.017,0.317,0.23600000000000002,0.46399999999999997,0.48100000000000004,0.243,0.021,0.057999999999999996,AP,Rural,Southern Zone
745,Ganganagar,774.62,1001.68,153.4,0.6141,0.9197000000000001,0.8742300000000001,0.7062,0.2561,0.6701999999999999,0.8489,0.2672,0.2079,0.6479,0.4535,0.2969,0.9187000000000001,0.013300000000000001,0.8131,0.6146,0.27,0.049699999999999994,0.0352,0.2808,0.2345,0.4029,0.36219999999999997,0.1253,0.04,0.09910000000000001,RJ,Rural,Northern Zone
747,Hanumangarh,733.68,864.5,146.22,0.5838,0.93079,1.0403699999999998,0.5105,0.1392,0.6067,0.8136,0.2699,0.2419,0.6916,0.22579999999999997,0.1481,0.8336,0.0664,0.6335999999999999,0.4521,0.2842,0.0,0.0,0.3525,0.245,0.47859999999999997,0.34659999999999996,0.1315,0.034,0.038599999999999995,RJ,Rural,Northern Zone
749,Bikaner,416.9,558.29,80.83,0.7358,0.9468799999999999,1.0048,0.8184,0.8673000000000001,0.7731,0.8848999999999999,0.39130000000000004,0.21100000000000002,0.7041,0.5905,0.1158,0.8656999999999999,0.0385,0.5559000000000001,0.2814,0.1759,0.0223,0.0161,0.2956,0.1852,0.5521,0.4361,0.28809999999999997,0.0342,0.1448,RJ,Urban,Northern Zone
750,Bikaner,678.56,863.67,134.5,0.5449,0.96243,0.97432,0.5435,0.1076,0.4849,0.7256,0.1328,0.419,0.6452,0.26649999999999996,0.0992,0.6742,0.09179999999999999,0.5618,0.2634,0.1534,0.013000000000000001,0.011699999999999999,0.35600000000000004,0.2706,0.49420000000000003,0.4265,0.25989999999999996,0.0429,0.0689,RJ,Rural,Northern Zone
752,Churu,719.17,859.18,112.08,0.5385,1.0039,0.8771599999999999,0.7243999999999999,0.1235,0.5487,0.7624,0.23929999999999998,0.3772,0.5169,0.16879999999999998,0.1686,0.8029999999999999,0.0646,0.5861999999999999,0.3285,0.4054,0.059000000000000004,0.053399999999999996,0.32130000000000003,0.29600000000000004,0.42200000000000004,0.34659999999999996,0.25120000000000003,0.0833,0.0964,RJ,Rural,Northern Zone
